antecedent	consequent	support	confidence	lift	antecedent_name	consequent_name
28204	('24852',)	0.009240999552240227	0.3665910808767951	2.574082947782096	Organic Fuji Apple	Banana
8174	('13176',)	0.005458858498385207	0.3640406607369759	3.073207015890152	Organic Navel Orange	Bag of Organic Bananas
39928	('13176',)	0.005049205940914764	0.35546613011401745	3.0008213993628816	Organic Kiwi	Bag of Organic Bananas
45066	('24852',)	0.009212419141253918	0.3415754150476863	2.3984311051783056	Honeycrisp Apple	Banana
19057	('13176',)	0.007573808911372146	0.3395984621956429	2.8668676034494167	Organic Large Extra Fancy Fuji Apple	Bag of Organic Bananas
47209	('13176',)	0.018415311478845734	0.330257987356911	2.7880159368580406	Organic Hass Avocado	Bag of Organic Bananas
9839	('13176',)	0.004125105985690741	0.3250750750750751	2.744262136513223	Organic Broccoli	Bag of Organic Bananas
27966	('13176',)	0.013547114807510932	0.3191919191919192	2.694596926316405	Organic Raspberries	Bag of Organic Bananas
8424	('24852',)	0.006964093476997533	0.31686172518422195	2.2248996392676585	Broccoli Crown	Banana
22825	('13176',)	0.004553812150485391	0.3159286186384666	2.6670483603525756	Organic D'Anjou Pears	Bag of Organic Bananas
8277	('13176',)	0.005315956443453657	0.30897009966777406	2.6083050065809266	Apple Honeycrisp Organic	Bag of Organic Bananas
49683	('24852',)	0.00558270694599255	0.308421052631579	2.165631990874236	Cucumber Kirby	Banana
5876	('13176',)	0.008116836720112035	0.30472103004291845	2.5724346437602557	Organic Lemon	Bag of Organic Bananas
27966	('21137',)	0.012861184943839492	0.30303030303030304	3.6207378279091427	Organic Raspberries	Organic Strawberries
9076	('24852',)	0.005249268817818934	0.3001089324618737	2.107266995365944	Blueberries	Banana
47766	('24852',)	0.017052978555164956	0.2976883419258274	2.090270398483398	Organic Avocado	Banana
16797	('24852',)	0.014442634351748645	0.29419755482243354	2.0657592305201944	Strawberries	Banana
28842	('26209',)	0.004229900825973878	0.29345670852610706	6.369576162915608	Bunched Cilantro	Limes
20114	('26209',)	0.0042775348442843945	0.2900516795865633	6.295668869140362	Jalapeno Peppers	Limes
4920	('24852',)	0.008974249049701335	0.28975699784681636	2.0345790884331243	Seedless Red Grapes	Banana
29487	('24852',)	0.0042775348442843945	0.288560411311054	2.026177048236498	Roma Tomato	Banana
31717	('26209',)	0.0077643449846142125	0.2871740662438337	6.233209307571648	Organic Cilantro	Limes
4605	('24852',)	0.008107309916449932	0.2871120107962213	2.016006852448121	Yellow Onions	Banana
